Sequence Name,Name,Minimum,Maximum,Length,Repeat Unit
Pf3D7_07_v3,Mononucleotide Repeat,882533,882543,11,A
Pf3D7_07_v3,Mononucleotide Repeat,882919,882928,10,A
Pf3D7_07_v3,Mononucleotide Repeat,883077,883086,10,A
Pf3D7_07_v3,Mononucleotide Repeat,883597,883606,10,A
Pf3D7_07_v3,Mononucleotide Repeat,884094,884104,11,A
Pf3D7_07_v3,Mononucleotide Repeat,885058,885071,14,A
Pf3D7_07_v3,Mononucleotide Repeat,885133,885150,18,A
Pf3D7_07_v3,Mononucleotide Repeat,885250,885262,13,A
Pf3D7_07_v3,Mononucleotide Repeat,885428,885447,20,A
Pf3D7_07_v3,Mononucleotide Repeat,885671,885679,9,A
Pf3D7_07_v3,Mononucleotide Repeat,885887,885897,11,A
Pf3D7_07_v3,Mononucleotide Repeat,885966,885976,11,A
Pf3D7_07_v3,Mononucleotide Repeat,886315,886338,24,A
Pf3D7_07_v3,Mononucleotide Repeat,886834,886861,28,A
Pf3D7_07_v3,Mononucleotide Repeat,887111,887119,9,A
Pf3D7_07_v3,Mononucleotide Repeat,887201,887228,28,A
Pf3D7_07_v3,Mononucleotide Repeat,887294,887323,30,A
Pf3D7_07_v3,Mononucleotide Repeat,887542,887553,12,A
Pf3D7_07_v3,Mononucleotide Repeat,888109,888118,10,A
Pf3D7_07_v3,Mononucleotide Repeat,888193,888217,25,A
Pf3D7_07_v3,Mononucleotide Repeat,888434,888459,26,A
Pf3D7_07_v3,Mononucleotide Repeat,888647,888691,45,A
Pf3D7_07_v3,Mononucleotide Repeat,889124,889133,10,A
Pf3D7_07_v3,Mononucleotide Repeat,889188,889198,11,A
Pf3D7_07_v3,Mononucleotide Repeat,889280,889299,20,A
Pf3D7_07_v3,Mononucleotide Repeat,889446,889466,21,A
Pf3D7_07_v3,Mononucleotide Repeat,889671,889680,10,A
Pf3D7_07_v3,Mononucleotide Repeat,889935,889947,13,A
Pf3D7_07_v3,Mononucleotide Repeat,890288,890302,15,A
Pf3D7_07_v3,Mononucleotide Repeat,890577,890585,9,A
Pf3D7_07_v3,Mononucleotide Repeat,890628,890636,9,A
Pf3D7_07_v3,Mononucleotide Repeat,890784,890793,10,A
Pf3D7_07_v3,Mononucleotide Repeat,890803,890811,9,A
Pf3D7_07_v3,Mononucleotide Repeat,890886,890898,13,A
Pf3D7_07_v3,Mononucleotide Repeat,891049,891060,12,A
Pf3D7_07_v3,Mononucleotide Repeat,891181,891190,10,A
Pf3D7_07_v3,Mononucleotide Repeat,891266,891292,27,A
Pf3D7_07_v3,Mononucleotide Repeat,891323,891331,9,A
Pf3D7_07_v3,Mononucleotide Repeat,891561,891569,9,A
Pf3D7_07_v3,Mononucleotide Repeat,891599,891626,28,A
Pf3D7_07_v3,Mononucleotide Repeat,892230,892243,14,A
Pf3D7_07_v3,Mononucleotide Repeat,892254,892262,9,A
Pf3D7_07_v3,Mononucleotide Repeat,892264,892272,9,A
Pf3D7_07_v3,Mononucleotide Repeat,892274,892282,9,A
Pf3D7_07_v3,Mononucleotide Repeat,892284,892292,9,A
Pf3D7_07_v3,Mononucleotide Repeat,892338,892353,16,A
Pf3D7_07_v3,Mononucleotide Repeat,892483,892491,9,A
Pf3D7_07_v3,Mononucleotide Repeat,893656,893667,12,A
Pf3D7_07_v3,Mononucleotide Repeat,893683,893691,9,A
Pf3D7_07_v3,Mononucleotide Repeat,898306,898348,43,A
Pf3D7_07_v3,Mononucleotide Repeat,898467,898482,16,A
Pf3D7_07_v3,Mononucleotide Repeat,898544,898553,10,A
Pf3D7_07_v3,Mononucleotide Repeat,898629,898637,9,A
Pf3D7_07_v3,Mononucleotide Repeat,898726,898735,10,A
Pf3D7_07_v3,Mononucleotide Repeat,898824,898832,9,A
Pf3D7_07_v3,Mononucleotide Repeat,899204,899222,19,A
Pf3D7_07_v3,Mononucleotide Repeat,899402,899419,18,A
Pf3D7_07_v3,Mononucleotide Repeat,899506,899525,20,A
Pf3D7_07_v3,Mononucleotide Repeat,899526,899534,9,A
Pf3D7_07_v3,Mononucleotide Repeat,899584,899596,13,A
Pf3D7_07_v3,Mononucleotide Repeat,899719,899742,24,A
Pf3D7_07_v3,Mononucleotide Repeat,900006,900031,26,A
Pf3D7_07_v3,Mononucleotide Repeat,900440,900455,16,A
Pf3D7_07_v3,Mononucleotide Repeat,900554,900582,29,A
Pf3D7_07_v3,Mononucleotide Repeat,901152,901170,19,A
Pf3D7_07_v3,Mononucleotide Repeat,901255,901263,9,A
Pf3D7_07_v3,Mononucleotide Repeat,901335,901343,9,A
Pf3D7_07_v3,Mononucleotide Repeat,901350,901370,21,A
Pf3D7_07_v3,Mononucleotide Repeat,901525,901542,18,A
Pf3D7_07_v3,Mononucleotide Repeat,901638,901652,15,A
Pf3D7_07_v3,Mononucleotide Repeat,902052,902060,9,A
Pf3D7_07_v3,Mononucleotide Repeat,902993,903016,24,A
Pf3D7_07_v3,Mononucleotide Repeat,903101,903128,28,A
Pf3D7_07_v3,Mononucleotide Repeat,903540,903552,13,A
Pf3D7_07_v3,Mononucleotide Repeat,903555,903567,13,A
Pf3D7_07_v3,Mononucleotide Repeat,903570,903583,14,A
Pf3D7_07_v3,Mononucleotide Repeat,903705,903715,11,A
Pf3D7_07_v3,Mononucleotide Repeat,903794,903802,9,A
Pf3D7_07_v3,Mononucleotide Repeat,903898,903912,15,A
Pf3D7_07_v3,Mononucleotide Repeat,904167,904175,9,A
Pf3D7_07_v3,Mononucleotide Repeat,904545,904558,14,A
Pf3D7_07_v3,Mononucleotide Repeat,904648,904657,10,A
Pf3D7_07_v3,Mononucleotide Repeat,904759,904768,10,A
Pf3D7_07_v3,Mononucleotide Repeat,904861,904872,12,A
Pf3D7_07_v3,Mononucleotide Repeat,905052,905064,13,A
Pf3D7_07_v3,Mononucleotide Repeat,905152,905164,13,A
Pf3D7_07_v3,Mononucleotide Repeat,905543,905552,10,A
Pf3D7_07_v3,Mononucleotide Repeat,905921,905930,10,A
Pf3D7_07_v3,Mononucleotide Repeat,907051,907059,9,A
Pf3D7_07_v3,Mononucleotide Repeat,907506,907538,33,A
Pf3D7_07_v3,Mononucleotide Repeat,907614,907626,13,A
Pf3D7_07_v3,Mononucleotide Repeat,908983,908991,9,A
Pf3D7_07_v3,Mononucleotide Repeat,909298,909306,9,A
Pf3D7_07_v3,Mononucleotide Repeat,909412,909421,10,A
Pf3D7_07_v3,Mononucleotide Repeat,909423,909433,11,A
Pf3D7_07_v3,Mononucleotide Repeat,911386,911397,12,A
Pf3D7_07_v3,Mononucleotide Repeat,911408,911417,10,A
Pf3D7_07_v3,Mononucleotide Repeat,911786,911794,9,A
Pf3D7_07_v3,Mononucleotide Repeat,911843,911860,18,A
Pf3D7_07_v3,Mononucleotide Repeat,911889,911901,13,A
Pf3D7_07_v3,Mononucleotide Repeat,912553,912562,10,A
Pf3D7_07_v3,Mononucleotide Repeat,912596,912608,13,A
Pf3D7_07_v3,Mononucleotide Repeat,912648,912660,13,A
Pf3D7_07_v3,Mononucleotide Repeat,913412,913425,14,A
Pf3D7_07_v3,Mononucleotide Repeat,913427,913437,11,A
Pf3D7_07_v3,Mononucleotide Repeat,913547,913556,10,A
Pf3D7_07_v3,Mononucleotide Repeat,914156,914176,21,A
Pf3D7_07_v3,Mononucleotide Repeat,914183,914191,9,A
Pf3D7_07_v3,Mononucleotide Repeat,914427,914437,11,A
Pf3D7_07_v3,Mononucleotide Repeat,914696,914712,17,A
Pf3D7_07_v3,Mononucleotide Repeat,914778,914789,12,A
Pf3D7_07_v3,Mononucleotide Repeat,914887,914913,27,A
Pf3D7_07_v3,Mononucleotide Repeat,915059,915090,32,A
Pf3D7_07_v3,Mononucleotide Repeat,915161,915175,15,A
Pf3D7_07_v3,Mononucleotide Repeat,915368,915377,10,A
Pf3D7_07_v3,Mononucleotide Repeat,915590,915599,10,A
Pf3D7_07_v3,Mononucleotide Repeat,916246,916273,28,A
Pf3D7_07_v3,Mononucleotide Repeat,916477,916485,9,A
Pf3D7_07_v3,Mononucleotide Repeat,917353,917368,16,A
Pf3D7_07_v3,Mononucleotide Repeat,917505,917528,24,A
Pf3D7_07_v3,Mononucleotide Repeat,917565,917573,9,A
Pf3D7_07_v3,Mononucleotide Repeat,917632,917649,18,A
Pf3D7_07_v3,Mononucleotide Repeat,918387,918395,9,A
Pf3D7_07_v3,Mononucleotide Repeat,919273,919282,10,A
Pf3D7_07_v3,Mononucleotide Repeat,919459,919474,16,A
Pf3D7_07_v3,Mononucleotide Repeat,920800,920811,12,A
Pf3D7_07_v3,Mononucleotide Repeat,920820,920828,9,A
Pf3D7_07_v3,Mononucleotide Repeat,920869,920877,9,A
Pf3D7_07_v3,Mononucleotide Repeat,920916,920924,9,A
Pf3D7_07_v3,Mononucleotide Repeat,921048,921064,17,A
Pf3D7_07_v3,Mononucleotide Repeat,921071,921084,14,A
Pf3D7_07_v3,Mononucleotide Repeat,921275,921285,11,A
Pf3D7_07_v3,Mononucleotide Repeat,921305,921323,19,A
Pf3D7_07_v3,Mononucleotide Repeat,921780,921788,9,A
Pf3D7_07_v3,Mononucleotide Repeat,921851,921864,14,A
Pf3D7_07_v3,Mononucleotide Repeat,922400,922408,9,A
Pf3D7_07_v3,Mononucleotide Repeat,924992,925000,9,A
Pf3D7_07_v3,Mononucleotide Repeat,925002,925011,10,A
Pf3D7_07_v3,Mononucleotide Repeat,925028,925038,11,A
Pf3D7_07_v3,Mononucleotide Repeat,925097,925110,14,A
Pf3D7_07_v3,Mononucleotide Repeat,925225,925235,11,A
Pf3D7_07_v3,Mononucleotide Repeat,925304,925312,9,A
Pf3D7_07_v3,Mononucleotide Repeat,925786,925796,11,A
Pf3D7_07_v3,Mononucleotide Repeat,925836,925846,11,A
Pf3D7_07_v3,Mononucleotide Repeat,925848,925865,18,A
Pf3D7_07_v3,Mononucleotide Repeat,925920,925930,11,A
Pf3D7_07_v3,Mononucleotide Repeat,926195,926212,18,A
Pf3D7_07_v3,Mononucleotide Repeat,926542,926550,9,A
Pf3D7_07_v3,Mononucleotide Repeat,926848,926857,10,A
Pf3D7_07_v3,Mononucleotide Repeat,926963,926971,9,A
Pf3D7_07_v3,Mononucleotide Repeat,927365,927376,12,A
Pf3D7_07_v3,Mononucleotide Repeat,927522,927535,14,A
Pf3D7_07_v3,Mononucleotide Repeat,927609,927617,9,A
Pf3D7_07_v3,Mononucleotide Repeat,927741,927749,9,A
Pf3D7_07_v3,Mononucleotide Repeat,928078,928089,12,A
Pf3D7_07_v3,Mononucleotide Repeat,928130,928148,19,A
Pf3D7_07_v3,Mononucleotide Repeat,928203,928218,16,A
Pf3D7_07_v3,Mononucleotide Repeat,928354,928373,20,A
Pf3D7_07_v3,Mononucleotide Repeat,928386,928394,9,A
Pf3D7_07_v3,Mononucleotide Repeat,928493,928512,20,A
Pf3D7_07_v3,Mononucleotide Repeat,929268,929276,9,A
Pf3D7_07_v3,Mononucleotide Repeat,929346,929361,16,A
Pf3D7_07_v3,Mononucleotide Repeat,929388,929396,9,A
Pf3D7_07_v3,Mononucleotide Repeat,929491,929499,9,A
Pf3D7_07_v3,Mononucleotide Repeat,929729,929737,9,A
Pf3D7_07_v3,Mononucleotide Repeat,929779,929787,9,A
Pf3D7_07_v3,Mononucleotide Repeat,929837,929848,12,A
Pf3D7_07_v3,Mononucleotide Repeat,930041,930052,12,A
Pf3D7_07_v3,Mononucleotide Repeat,930356,930368,13,A
Pf3D7_07_v3,Mononucleotide Repeat,931135,931152,18,A
Pf3D7_07_v3,Mononucleotide Repeat,931288,931308,21,A
Pf3D7_07_v3,Mononucleotide Repeat,932066,932079,14,A
Pf3D7_07_v3,Mononucleotide Repeat,932299,932308,10,A
Pf3D7_07_v3,Mononucleotide Repeat,932588,932605,18,A
Pf3D7_07_v3,Mononucleotide Repeat,932744,932752,9,A
Pf3D7_07_v3,Mononucleotide Repeat,932771,932782,12,A
Pf3D7_07_v3,Mononucleotide Repeat,932887,932904,18,A
Pf3D7_07_v3,Mononucleotide Repeat,933430,933446,17,A
Pf3D7_07_v3,Mononucleotide Repeat,933893,933910,18,A
Pf3D7_07_v3,Mononucleotide Repeat,934494,934522,29,A
Pf3D7_07_v3,Mononucleotide Repeat,934572,934593,22,A
Pf3D7_07_v3,Mononucleotide Repeat,934760,934771,12,A
Pf3D7_07_v3,Mononucleotide Repeat,935002,935013,12,A
Pf3D7_07_v3,Mononucleotide Repeat,935099,935121,23,A
Pf3D7_07_v3,Mononucleotide Repeat,935163,935171,9,A
Pf3D7_07_v3,Mononucleotide Repeat,935252,935266,15,A
Pf3D7_07_v3,Mononucleotide Repeat,935381,935399,19,A
Pf3D7_07_v3,Mononucleotide Repeat,935748,935756,9,A
Pf3D7_07_v3,Mononucleotide Repeat,936039,936047,9,A
Pf3D7_07_v3,Mononucleotide Repeat,937225,937241,17,A
Pf3D7_07_v3,Mononucleotide Repeat,937522,937549,28,A
Pf3D7_07_v3,Mononucleotide Repeat,937562,937577,16,A
Pf3D7_07_v3,Mononucleotide Repeat,937641,937651,11,A
Pf3D7_07_v3,Mononucleotide Repeat,937810,937833,24,A
Pf3D7_07_v3,Mononucleotide Repeat,937980,938000,21,A
Pf3D7_07_v3,Mononucleotide Repeat,938011,938022,12,A
Pf3D7_07_v3,Mononucleotide Repeat,938071,938088,18,A
Pf3D7_07_v3,Mononucleotide Repeat,939320,939329,10,A
Pf3D7_07_v3,Mononucleotide Repeat,939465,939480,16,A
Pf3D7_07_v3,Mononucleotide Repeat,939970,940000,31,A
Pf3D7_07_v3,Mononucleotide Repeat,940023,940032,10,A
Pf3D7_07_v3,Mononucleotide Repeat,940258,940278,21,A
Pf3D7_07_v3,Mononucleotide Repeat,940628,940658,31,A
Pf3D7_07_v3,Mononucleotide Repeat,940866,940875,10,A
Pf3D7_07_v3,Mononucleotide Repeat,941032,941040,9,A
Pf3D7_07_v3,Mononucleotide Repeat,941249,941266,18,A
Pf3D7_07_v3,Mononucleotide Repeat,941293,941306,14,A
Pf3D7_07_v3,Mononucleotide Repeat,941323,941331,9,A
Pf3D7_07_v3,Mononucleotide Repeat,941343,941373,31,A
Pf3D7_07_v3,Mononucleotide Repeat,941472,941489,18,A
Pf3D7_07_v3,Mononucleotide Repeat,941636,941644,9,A
Pf3D7_07_v3,Mononucleotide Repeat,941870,941879,10,A
Pf3D7_07_v3,Mononucleotide Repeat,942095,942104,10,A
Pf3D7_07_v3,Mononucleotide Repeat,942387,942395,9,A
Pf3D7_07_v3,Mononucleotide Repeat,942682,942698,17,A
Pf3D7_07_v3,Mononucleotide Repeat,942770,942793,24,A
Pf3D7_07_v3,Mononucleotide Repeat,942994,943002,9,A
Pf3D7_07_v3,Mononucleotide Repeat,943242,943259,18,A
Pf3D7_07_v3,Mononucleotide Repeat,943428,943436,9,A
Pf3D7_07_v3,Mononucleotide Repeat,943445,943453,9,A
Pf3D7_07_v3,Mononucleotide Repeat,943621,943631,11,A
Pf3D7_07_v3,Mononucleotide Repeat,943692,943700,9,A
Pf3D7_07_v3,Mononucleotide Repeat,945830,945847,18,A
Pf3D7_07_v3,Mononucleotide Repeat,946096,946118,23,A
Pf3D7_07_v3,Mononucleotide Repeat,946368,946383,16,A
Pf3D7_07_v3,Mononucleotide Repeat,946817,946826,10,A
Pf3D7_07_v3,Mononucleotide Repeat,947257,947265,9,A
Pf3D7_07_v3,Mononucleotide Repeat,948617,948625,9,A
Pf3D7_07_v3,Mononucleotide Repeat,948631,948646,16,A
Pf3D7_07_v3,Mononucleotide Repeat,948656,948667,12,A
Pf3D7_07_v3,Mononucleotide Repeat,949077,949097,21,A
Pf3D7_07_v3,Mononucleotide Repeat,949185,949195,11,A
Pf3D7_07_v3,Mononucleotide Repeat,949669,949677,9,A
Pf3D7_07_v3,Mononucleotide Repeat,950029,950038,10,A
Pf3D7_07_v3,Mononucleotide Repeat,950040,950048,9,A
Pf3D7_07_v3,Mononucleotide Repeat,951593,951609,17,A
Pf3D7_07_v3,Mononucleotide Repeat,951613,951621,9,A
Pf3D7_07_v3,Mononucleotide Repeat,952199,952209,11,A
Pf3D7_07_v3,Mononucleotide Repeat,952437,952475,39,A
Pf3D7_07_v3,Mononucleotide Repeat,953221,953232,12,A
Pf3D7_07_v3,Mononucleotide Repeat,953498,953516,19,A
Pf3D7_07_v3,Mononucleotide Repeat,953518,953539,22,A
Pf3D7_07_v3,Mononucleotide Repeat,953682,953694,13,A
Pf3D7_07_v3,Mononucleotide Repeat,953773,953787,15,A
Pf3D7_07_v3,Mononucleotide Repeat,953836,953849,14,A
Pf3D7_07_v3,Mononucleotide Repeat,953851,953859,9,A
Pf3D7_07_v3,Mononucleotide Repeat,953861,953872,12,A
Pf3D7_07_v3,Mononucleotide Repeat,953971,953979,9,A
Pf3D7_07_v3,Mononucleotide Repeat,954565,954577,13,A
Pf3D7_07_v3,Mononucleotide Repeat,954739,954748,10,A
Pf3D7_07_v3,Mononucleotide Repeat,954792,954800,9,A
Pf3D7_07_v3,Mononucleotide Repeat,955013,955023,11,A
Pf3D7_07_v3,Mononucleotide Repeat,955156,955170,15,A
Pf3D7_07_v3,Mononucleotide Repeat,955173,955190,18,A
Pf3D7_07_v3,Mononucleotide Repeat,955193,955205,13,A
Pf3D7_07_v3,Mononucleotide Repeat,955215,955228,14,A
Pf3D7_07_v3,Mononucleotide Repeat,955231,955247,17,A
Pf3D7_07_v3,Mononucleotide Repeat,956531,956541,11,A
Pf3D7_07_v3,Mononucleotide Repeat,956627,956640,14,A
Pf3D7_07_v3,Mononucleotide Repeat,956676,956701,26,A
Pf3D7_07_v3,Mononucleotide Repeat,956906,956921,16,A
Pf3D7_07_v3,Mononucleotide Repeat,956991,956999,9,A
Pf3D7_07_v3,Mononucleotide Repeat,957122,957136,15,A
Pf3D7_07_v3,Mononucleotide Repeat,957466,957474,9,A
Pf3D7_07_v3,Mononucleotide Repeat,957837,957849,13,A
Pf3D7_07_v3,Mononucleotide Repeat,957851,957864,14,A
Pf3D7_07_v3,Mononucleotide Repeat,958273,958290,18,A
Pf3D7_07_v3,Mononucleotide Repeat,958326,958342,17,A
Pf3D7_07_v3,Mononucleotide Repeat,958379,958388,10,A
Pf3D7_07_v3,Mononucleotide Repeat,960276,960295,20,A
Pf3D7_07_v3,Mononucleotide Repeat,960297,960307,11,A
Pf3D7_07_v3,Mononucleotide Repeat,960846,960857,12,A
Pf3D7_07_v3,Mononucleotide Repeat,961275,961285,11,A
Pf3D7_07_v3,Mononucleotide Repeat,961567,961590,24,A
Pf3D7_07_v3,Mononucleotide Repeat,961974,961990,17,A
Pf3D7_07_v3,Mononucleotide Repeat,962272,962285,14,A
Pf3D7_07_v3,Mononucleotide Repeat,962507,962516,10,A
Pf3D7_07_v3,Mononucleotide Repeat,962706,962714,9,A
Pf3D7_07_v3,Mononucleotide Repeat,962800,962814,15,A
Pf3D7_07_v3,Mononucleotide Repeat,962898,962906,9,A
Pf3D7_07_v3,Mononucleotide Repeat,963040,963059,20,A
Pf3D7_07_v3,Mononucleotide Repeat,963193,963218,26,A
Pf3D7_07_v3,Mononucleotide Repeat,965149,965182,34,A
Pf3D7_07_v3,Mononucleotide Repeat,965303,965321,19,A
Pf3D7_07_v3,Mononucleotide Repeat,965521,965559,39,A
Pf3D7_07_v3,Mononucleotide Repeat,965666,965676,11,A
Pf3D7_07_v3,Mononucleotide Repeat,966060,966068,9,A
Pf3D7_07_v3,Mononucleotide Repeat,966341,966375,35,A
Pf3D7_07_v3,Mononucleotide Repeat,966394,966403,10,A
Pf3D7_07_v3,Mononucleotide Repeat,966648,966656,9,A
Pf3D7_07_v3,Mononucleotide Repeat,967059,967067,9,A
Pf3D7_07_v3,Mononucleotide Repeat,967471,967479,9,A
Pf3D7_07_v3,Mononucleotide Repeat,967676,967686,11,A
Pf3D7_07_v3,Mononucleotide Repeat,967831,967858,28,A
Pf3D7_07_v3,Mononucleotide Repeat,967916,967934,19,A
Pf3D7_07_v3,Mononucleotide Repeat,968064,968089,26,A
Pf3D7_07_v3,Mononucleotide Repeat,968122,968133,12,A
Pf3D7_07_v3,Mononucleotide Repeat,968305,968314,10,A
Pf3D7_07_v3,Mononucleotide Repeat,968316,968326,11,A
Pf3D7_07_v3,Mononucleotide Repeat,968663,968671,9,A
Pf3D7_07_v3,Mononucleotide Repeat,968677,968686,10,A
Pf3D7_07_v3,Mononucleotide Repeat,968854,968865,12,A
Pf3D7_07_v3,Mononucleotide Repeat,969074,969083,10,A
Pf3D7_07_v3,Mononucleotide Repeat,969915,969931,17,A
Pf3D7_07_v3,Mononucleotide Repeat,970030,970056,27,A
Pf3D7_07_v3,Mononucleotide Repeat,970507,970518,12,A
Pf3D7_07_v3,Mononucleotide Repeat,971482,971503,22,A
Pf3D7_07_v3,Mononucleotide Repeat,971780,971788,9,A
Pf3D7_07_v3,Mononucleotide Repeat,972104,972136,33,A
Pf3D7_07_v3,Mononucleotide Repeat,972173,972183,11,A
Pf3D7_07_v3,Mononucleotide Repeat,973096,973113,18,A
Pf3D7_07_v3,Mononucleotide Repeat,974513,974539,27,A
Pf3D7_07_v3,Mononucleotide Repeat,974730,974747,18,A
Pf3D7_07_v3,Mononucleotide Repeat,974782,974792,11,A
Pf3D7_07_v3,Mononucleotide Repeat,975420,975432,13,A
Pf3D7_07_v3,Mononucleotide Repeat,975490,975501,12,A
Pf3D7_07_v3,Mononucleotide Repeat,975552,975591,40,A
Pf3D7_07_v3,Mononucleotide Repeat,975625,975633,9,A
Pf3D7_07_v3,Mononucleotide Repeat,975657,975665,9,A
Pf3D7_07_v3,Mononucleotide Repeat,975746,975759,14,A
Pf3D7_07_v3,Mononucleotide Repeat,976035,976043,9,A
Pf3D7_07_v3,Mononucleotide Repeat,976160,976184,25,A
Pf3D7_07_v3,Mononucleotide Repeat,978559,978568,10,A
Pf3D7_07_v3,Mononucleotide Repeat,978701,978711,11,A
Pf3D7_07_v3,Mononucleotide Repeat,978713,978727,15,A
Pf3D7_07_v3,Mononucleotide Repeat,978747,978757,11,A
Pf3D7_07_v3,Mononucleotide Repeat,979738,979748,11,A
Pf3D7_07_v3,Mononucleotide Repeat,980396,980406,11,A
Pf3D7_07_v3,Mononucleotide Repeat,981369,981377,9,A
Pf3D7_07_v3,Mononucleotide Repeat,982820,982828,9,A
Pf3D7_07_v3,Mononucleotide Repeat,983009,983017,9,A
Pf3D7_07_v3,Mononucleotide Repeat,983033,983041,9,A
Pf3D7_07_v3,Mononucleotide Repeat,983057,983065,9,A
Pf3D7_07_v3,Mononucleotide Repeat,983228,983240,13,A
Pf3D7_07_v3,Mononucleotide Repeat,983857,983871,15,A
Pf3D7_07_v3,Mononucleotide Repeat,984306,984325,20,A
Pf3D7_07_v3,Mononucleotide Repeat,984352,984388,37,A
Pf3D7_07_v3,Mononucleotide Repeat,984488,984500,13,A
Pf3D7_07_v3,Mononucleotide Repeat,984578,984587,10,A
Pf3D7_07_v3,Mononucleotide Repeat,985465,985473,9,A
Pf3D7_07_v3,Mononucleotide Repeat,985596,985611,16,A
Pf3D7_07_v3,Mononucleotide Repeat,985947,985970,24,A
Pf3D7_07_v3,Mononucleotide Repeat,986017,986025,9,A
Pf3D7_07_v3,Mononucleotide Repeat,986432,986444,13,A
Pf3D7_07_v3,Mononucleotide Repeat,986569,986598,30,A
Pf3D7_07_v3,Mononucleotide Repeat,986975,987003,29,A
Pf3D7_07_v3,Mononucleotide Repeat,987195,987214,20,A
Pf3D7_07_v3,Mononucleotide Repeat,987378,987389,12,A
Pf3D7_07_v3,Mononucleotide Repeat,987529,987542,14,A
Pf3D7_07_v3,Mononucleotide Repeat,987684,987702,19,A
Pf3D7_07_v3,Mononucleotide Repeat,987773,987800,28,A
Pf3D7_07_v3,Mononucleotide Repeat,988109,988142,34,A
Pf3D7_07_v3,Mononucleotide Repeat,988682,988695,14,A
Pf3D7_07_v3,Mononucleotide Repeat,989404,989413,10,A
Pf3D7_07_v3,Mononucleotide Repeat,989956,989964,9,A
Pf3D7_07_v3,Mononucleotide Repeat,991417,991440,24,A
Pf3D7_07_v3,Mononucleotide Repeat,991456,991469,14,A
Pf3D7_07_v3,Mononucleotide Repeat,991529,991554,26,A
Pf3D7_07_v3,Mononucleotide Repeat,991737,991750,14,A
Pf3D7_07_v3,Mononucleotide Repeat,991884,991897,14,A
Pf3D7_07_v3,Mononucleotide Repeat,991910,991928,19,A
Pf3D7_07_v3,Mononucleotide Repeat,992203,992213,11,A
Pf3D7_07_v3,Mononucleotide Repeat,992231,992241,11,A
Pf3D7_07_v3,Mononucleotide Repeat,992376,992387,12,A
Pf3D7_07_v3,Mononucleotide Repeat,992458,992466,9,A
Pf3D7_07_v3,Mononucleotide Repeat,992629,992640,12,A
Pf3D7_07_v3,Mononucleotide Repeat,992799,992828,30,A
Pf3D7_07_v3,Mononucleotide Repeat,993021,993045,25,A
Pf3D7_07_v3,Mononucleotide Repeat,995599,995611,13,A
Pf3D7_07_v3,Mononucleotide Repeat,995814,995823,10,A
Pf3D7_07_v3,Mononucleotide Repeat,999566,999605,40,A
Pf3D7_07_v3,Mononucleotide Repeat,999799,999814,16,A
Pf3D7_07_v3,Mononucleotide Repeat,1000069,1000082,14,A
Pf3D7_07_v3,Mononucleotide Repeat,1000327,1000351,25,A
Pf3D7_07_v3,Mononucleotide Repeat,1000501,1000510,10,A
Pf3D7_07_v3,Mononucleotide Repeat,1000516,1000526,11,A
Pf3D7_07_v3,Mononucleotide Repeat,1000612,1000627,16,A
Pf3D7_07_v3,Mononucleotide Repeat,1000757,1000774,18,A
Pf3D7_07_v3,Mononucleotide Repeat,1001094,1001110,17,A
Pf3D7_07_v3,Mononucleotide Repeat,1001213,1001237,25,A
Pf3D7_07_v3,Mononucleotide Repeat,1001328,1001350,23,A
Pf3D7_07_v3,Mononucleotide Repeat,1001724,1001732,9,A
Pf3D7_07_v3,Mononucleotide Repeat,1002051,1002059,9,A
Pf3D7_07_v3,Mononucleotide Repeat,1004640,1004649,10,A
Pf3D7_07_v3,Mononucleotide Repeat,1004827,1004835,9,A
Pf3D7_07_v3,Mononucleotide Repeat,1004971,1004988,18,A
Pf3D7_07_v3,Mononucleotide Repeat,1005263,1005280,18,A
Pf3D7_07_v3,Mononucleotide Repeat,1005377,1005398,22,A
Pf3D7_07_v3,Mononucleotide Repeat,1005835,1005852,18,A
Pf3D7_07_v3,Mononucleotide Repeat,1005919,1005927,9,A
Pf3D7_07_v3,Mononucleotide Repeat,1005946,1005959,14,A
Pf3D7_07_v3,Mononucleotide Repeat,1006187,1006211,25,A
Pf3D7_07_v3,Mononucleotide Repeat,1006316,1006331,16,A
Pf3D7_07_v3,Mononucleotide Repeat,1006833,1006845,13,A
Pf3D7_07_v3,Mononucleotide Repeat,1007160,1007170,11,A
Pf3D7_07_v3,Mononucleotide Repeat,1007712,1007721,10,A
Pf3D7_07_v3,Mononucleotide Repeat,1007961,1007972,12,A
Pf3D7_07_v3,Mononucleotide Repeat,1009359,1009368,10,A
Pf3D7_07_v3,Mononucleotide Repeat,1009539,1009547,9,A
Pf3D7_07_v3,Mononucleotide Repeat,1009572,1009581,10,A
Pf3D7_07_v3,Mononucleotide Repeat,1009614,1009626,13,A
Pf3D7_07_v3,Mononucleotide Repeat,1009628,1009639,12,A
Pf3D7_07_v3,Mononucleotide Repeat,1009991,1010000,10,A
Pf3D7_07_v3,Mononucleotide Repeat,1011150,1011160,11,A
Pf3D7_07_v3,Mononucleotide Repeat,1011292,1011302,11,A
Pf3D7_07_v3,Mononucleotide Repeat,1011487,1011496,10,A
Pf3D7_07_v3,Mononucleotide Repeat,1011732,1011754,23,A
Pf3D7_07_v3,Mononucleotide Repeat,1011885,1011896,12,A
